_id;nome;cod;casosAcumulado;obitosAcumulado
Japurá;Japurá;130210;1251;12
Goiatins;Goiatins;170900;1251;17
Pindaí;Pindaí;292450;1250;18
Betânia;Betânia;260180;1249;19
Liberato Salzano;Liberato Salzano;431160;1249;11
Curvelândia;Curvelândia;510343;1249;20
Altinópolis;Altinópolis;350100;1248;68
Bequimão;Bequimão;210190;1247;29
Guatapará;Guatapará;351885;1247;28
Rio das Flores;Rio das Flores;330450;1246;18
Gabriel Monteiro;Gabriel Monteiro;351650;1246;8
Campo Redondo;Campo Redondo;240210;1245;17
Entre Rios;Entre Rios;420517;1245;11
Timbiras;Timbiras;211210;1244;24
Porangaba;Porangaba;354050;1244;26
Dário Meira;Dário Meira;291000;1243;23
Lagamar;Lagamar;313710;1242;16
Novo Brasil;Novo Brasil;521520;1242;13
São Luiz;São Luiz;140060;1241;14
Rio de Contas;Rio de Contas;292670;1241;9
Araçoiaba;Araçoiaba;260105;1240;33
Serra Preta;Serra Preta;293040;1240;23
Galiléia;Galiléia;312730;1240;34
Conquista D'Oeste;Conquista D'Oeste;510336;1239;20
Morro do Chapéu do Piauí;Morro do Chapéu do Piauí;220667;1238;7
Rio do Fogo;Rio do Fogo;240895;1238;16
São Vicente do Seridó;São Vicente do Seridó;251540;1238;3
Jucuruçu;Jucuruçu;291845;1237;14
Lunardelli;Lunardelli;411375;1236;10
Nova Timboteua;Nova Timboteua;150500;1234;22
Paverama;Paverama;431415;1234;23
Aiuaba;Aiuaba;230040;1233;18
Sairé;Sairé;261200;1233;18
Paranhos;Paranhos;500635;1233;23
Lambari D'Oeste;Lambari D'Oeste;510523;1232;17
Itaíba;Itaíba;260750;1231;17
Joaíma;Joaíma;313600;1231;47
São Paulo das Missões;São Paulo das Missões;431930;1231;17
Águas Mornas;Águas Mornas;420060;1229;13
Aceguá;Aceguá;430003;1229;8
Santa Maria do Herval;Santa Maria do Herval;431695;1229;17
Itapebi;Itapebi;291630;1228;28
Ibitiúra de Minas;Ibitiúra de Minas;312990;1228;7
Madre de Deus de Minas;Madre de Deus de Minas;313910;1228;18
Campo Limpo de Goiás;Campo Limpo de Goiás;520485;1228;25
Ibirarema;Ibirarema;351950;1227;38
Terezinha;Terezinha;261510;1226;11
Cabrália Paulista;Cabrália Paulista;350830;1226;9
Barra Funda;Barra Funda;430195;1226;16
Monte Alegre do Piauí;Monte Alegre do Piauí;220660;1225;21
Guaraciaba;Guaraciaba;312820;1225;36
Aratuípe;Aratuípe;290230;1224;15
Santa Luzia do Itanhy;Santa Luzia do Itanhy;280630;1223;16
Itapitanga;Itapitanga;291660;1223;17
João Ramalho;João Ramalho;352560;1223;15
Marapoama;Marapoama;352885;1223;15
Maruim;Maruim;280400;1222;44
Itaquitinga;Itaquitinga;260780;1220;41
Natércia;Natércia;314440;1220;9
São Gonçalo do Abaeté;São Gonçalo do Abaeté;316170;1220;17
Anta Gorda;Anta Gorda;430070;1220;10
Curimatá;Curimatá;220320;1219;27
Branquinha;Branquinha;270110;1218;17
Japaraíba;Japaraíba;313530;1218;8
Sales;Sales;354480;1218;48
Desterro;Desterro;250540;1217;12
São Miguel das Matas;São Miguel das Matas;292940;1217;8
Pereiras;Pereiras;353750;1217;23
Simões;Simões;221070;1216;17
Boninal;Boninal;290400;1216;11
Botuporã;Botuporã;290420;1214;8
Soledade de Minas;Soledade de Minas;316780;1214;11
Landri Sales;Landri Sales;220560;1212;27
Pardinho;Pardinho;353610;1212;19
Santa Rosa da Serra;Santa Rosa da Serra;315970;1211;6
Marquinho;Marquinho;411545;1210;8
Santa Rosa do Purus;Santa Rosa do Purus;120043;1209;7
Lima Campos;Lima Campos;210600;1209;14
Mascote;Mascote;292090;1209;28
Santa Inês;Santa Inês;292790;1209;14
Carrancas;Carrancas;311460;1209;10
Santa Brígida;Santa Brígida;292760;1208;21
Capixaba;Capixaba;120017;1207;19
Xexéu;Xexéu;261650;1207;30
Santana do Riacho;Santana do Riacho;315900;1207;7
Tapira;Tapira;316810;1206;9
Bom Sucesso do Sul;Bom Sucesso do Sul;410322;1206;10
Normandia;Normandia;140040;1205;38
Lindoeste;Lindoeste;411345;1205;13
Mormaço;Mormaço;431242;1204;7
Ribeirão Vermelho;Ribeirão Vermelho;315470;1201;14
Nova Campina;Nova Campina;353282;1201;46
Manoel Urbano;Manoel Urbano;120034;1200;18
Aguiarnópolis;Aguiarnópolis;170030;1200;15
Nina Rodrigues;Nina Rodrigues;210720;1200;20
Lidianópolis;Lidianópolis;411342;1200;10
Aratiba;Aratiba;430090;1200;8
São Bentinho;São Bentinho;251392;1197;10
Cunha;Cunha;351360;1197;46
Progresso;Progresso;431515;1197;17
Carutapera;Carutapera;210290;1196;38
Riachuelo;Riachuelo;241090;1196;16
Caiçara;Caiçara;250360;1196;15
Taquarana;Taquarana;270910;1196;32
Frei Inocêncio;Frei Inocêncio;312690;1196;35
São Francisco de Paula;São Francisco de Paula;316120;1196;15
Ielmo Marinho;Ielmo Marinho;240460;1193;12
Martins;Martins;240740;1193;13
Água Boa;Água Boa;310060;1192;18
São Pedro do Iguaçu;São Pedro do Iguaçu;412575;1192;23
Iraí;Iraí;431050;1191;17
Várzea Nova;Várzea Nova;293315;1190;13
Aldeias Altas;Aldeias Altas;210030;1189;14
Equador;Equador;240340;1189;7
Imaruí;Imaruí;420720;1189;29
Varjão;Varjão;522190;1189;18
Pedra Grande;Pedra Grande;240950;1188;5
Barrocas;Barrocas;290327;1187;31
Canudos;Canudos;290682;1187;19
Rio Vermelho;Rio Vermelho;315600;1187;9
Silvianópolis;Silvianópolis;316740;1187;13
Cordilheira Alta;Cordilheira Alta;420435;1187;10
Sítio Novo do Tocantins;Sítio Novo do Tocantins;172080;1186;11
Jandaíra;Jandaíra;240510;1186;13
Piripá;Piripá;292470;1186;13
Ijaci;Ijaci;313040;1185;21
Esperantinópolis;Esperantinópolis;210400;1184;32
Primavera;Primavera;150610;1183;23
Rio do Campo;Rio do Campo;421450;1183;12
Aiuruoca;Aiuruoca;310120;1182;15
Teixeirópolis;Teixeirópolis;110155;1180;9
Cutias;Cutias;160021;1180;7
Murutinga do Sul;Murutinga do Sul;353210;1179;22
Caapiranga;Caapiranga;130083;1178;24
Santana do Jacaré;Santana do Jacaré;315880;1178;11
Centro Novo do Maranhão;Centro Novo do Maranhão;210317;1177;14
Siriri;Siriri;280720;1177;13
Mortugaba;Mortugaba;292180;1177;20
São Miguel do Anta;São Miguel do Anta;316380;1177;15
Aragominas;Aragominas;170130;1176;11
Taquaritinga do Norte;Taquaritinga do Norte;261500;1176;30
Cafezal do Sul;Cafezal do Sul;410347;1176;13
Floresta Azul;Floresta Azul;291100;1175;24
Boquira;Boquira;290410;1174;28
Altaneira;Altaneira;230060;1173;21
Caém;Caém;290510;1173;10
Wanderley;Wanderley;293345;1172;30
Rafard;Rafard;354210;1172;18
Biritinga;Biritinga;290360;1171;14
Palma;Palma;314670;1171;17
Terra Nova;Terra Nova;293170;1170;26
Barra do Quaraí;Barra do Quaraí;430187;1170;9
Buriti;Buriti;210220;1169;9
Datas;Datas;312100;1169;17
Bananal;Bananal;350490;1169;11
Ibimirim;Ibimirim;260660;1168;31
São José do Seridó;São José do Seridó;241240;1167;3
Honório Serpa;Honório Serpa;410965;1167;12
Montividiu do Norte;Montividiu do Norte;521377;1167;8
Nossa Senhora das Graças;Nossa Senhora das Graças;411640;1166;11
Gaurama;Gaurama;430870;1165;9
Macedônia;Macedônia;352820;1164;32
Ipumirim;Ipumirim;420770;1164;13
Portalegre;Portalegre;241020;1163;16
Adolfo;Adolfo;350020;1163;28
Nova União;Nova União;313660;1162;11
Rio Manso;Rio Manso;315530;1162;11
Cachoeirinha;Cachoeirinha;260310;1161;38
Paulistas;Paulistas;314840;1161;5
Pedras Grandes;Pedras Grandes;421240;1161;24
Vila Propício;Vila Propício;522230;1161;10
Macajuba;Macajuba;291960;1160;15
Vila Maria;Vila Maria;432340;1160;13
Nova Rosalândia;Nova Rosalândia;171500;1159;16
Feira Grande;Feira Grande;270260;1159;24
Mulungu;Mulungu;250980;1158;21
Nazareno;Nazareno;314450;1158;16
Barão de Cotegipe;Barão de Cotegipe;430170;1158;11
Monte Alegre de Sergipe;Monte Alegre de Sergipe;280420;1157;16
Ubaí;Ubaí;317000;1157;2
Lucrécia;Lucrécia;240690;1156;6
Poção;Poção;261120;1156;19
Itaguaçu da Bahia;Itaguaçu da Bahia;291535;1156;10
Cacimbinhas;Cacimbinhas;270120;1154;13
Córrego do Ouro;Córrego do Ouro;520570;1152;8
Santa Terezinha;Santa Terezinha;421567;1151;9
Matina;Matina;292105;1150;13
Virgem da Lapa;Virgem da Lapa;317160;1148;11
Ouro Verde;Ouro Verde;353480;1148;40
Bom Jardim da Serra;Bom Jardim da Serra;420250;1148;8
Morro Grande;Morro Grande;421125;1148;9
Patrocínio Paulista;Patrocínio Paulista;353630;1147;45
Paranã;Paranã;171620;1145;13
Piraí do Norte;Piraí do Norte;292467;1145;13
Águas Frias;Águas Frias;420055;1144;4
Itaporã do Tocantins;Itaporã do Tocantins;171110;1143;4
Boa Ventura de São Roque;Boa Ventura de São Roque;410304;1143;12
Nilo Peçanha;Nilo Peçanha;292260;1142;21
Bom Jesus do Araguaia;Bom Jesus do Araguaia;510185;1142;17
Flores de Goiás;Flores de Goiás;520790;1142;7
Antonina do Norte;Antonina do Norte;230080;1141;28
Brasileira;Brasileira;220196;1140;22
Munhoz;Munhoz;314380;1140;17
Gilbués;Gilbués;220440;1139;7
Serrinha;Serrinha;241350;1139;15
Bonfim;Bonfim;310810;1139;20
Três Palmeiras;Três Palmeiras;432185;1139;18
Darcinópolis;Darcinópolis;170650;1138;14
São Sebastião do Maranhão;São Sebastião do Maranhão;316450;1138;4
Serra Dourada;Serra Dourada;293030;1137;24
Gália;Gália;351660;1136;24
Espírito Santo;Espírito Santo;240350;1134;20
Diamante do Sul;Diamante do Sul;410712;1133;24
Marcelino Ramos;Marcelino Ramos;431190;1133;10
Itamarati;Itamarati;130195;1132;9
Planaltino;Planaltino;292490;1131;10
Capitão Andrade;Capitão Andrade;311265;1131;27
Esperantina;Esperantina;170740;1130;23
Tasso Fragoso;Tasso Fragoso;211200;1129;10
Pavão;Pavão;314850;1129;12
Encanto;Encanto;240330;1128;19
Cruzeiro do Iguaçu;Cruzeiro do Iguaçu;410657;1128;14
Sebastião Leal;Sebastião Leal;221063;1127;9
Ouro Branco;Ouro Branco;240850;1127;6
Itacuruba;Itacuruba;260740;1127;9
Formigueiro;Formigueiro;430840;1127;17
São Mamede;São Mamede;251490;1126;35
Dona Emma;Dona Emma;420510;1126;8
Imbuia;Imbuia;420740;1124;11
Araruna;Araruna;250100;1122;18
Sobrado;Sobrado;251597;1121;11
Custódia;Custódia;260510;1121;68
Água Branca;Água Branca;270010;1120;32
Rio Bom;Rio Bom;412210;1120;14
Serrinha dos Pintos;Serrinha dos Pintos;241355;1119;8
Caldas Brandão;Caldas Brandão;250380;1119;13
Divisópolis;Divisópolis;312245;1119;7
Jaboticaba;Jaboticaba;431085;1119;12
Canabrava do Norte;Canabrava do Norte;510269;1119;15
Iuiu;Iuiu;291733;1118;15
Bacuri;Bacuri;210130;1117;4
Pocrane;Pocrane;315190;1117;15
Pedro de Toledo;Pedro de Toledo;353720;1117;25
Itacarambi;Itacarambi;313210;1115;23
Rifaina;Rifaina;354360;1115;13
Terra Alta;Terra Alta;150796;1113;26
Olinda Nova do Maranhão;Olinda Nova do Maranhão;210745;1113;12
Urutaí;Urutaí;522180;1113;8
Buenópolis;Buenópolis;310920;1112;21
Jaborá;Jaborá;420860;1112;13
Colares;Colares;150260;1111;23
Jequeri;Jequeri;313550;1111;30
Sericita;Sericita;316630;1111;6
Curral de Dentro;Curral de Dentro;312087;1110;19
Planalto da Serra;Planalto da Serra;510645;1110;11
Primavera;Primavera;261140;1107;21
Claraval;Claraval;311640;1107;4
Puxinanã;Puxinanã;251240;1106;8
Quarto Centenário;Quarto Centenário;412065;1106;8
Rodrigues Alves;Rodrigues Alves;120042;1105;14
São Sebastião da Boa Vista;São Sebastião da Boa Vista;150770;1105;33
Picada Café;Picada Café;431442;1103;14
Taiúva;Taiúva;355320;1102;19
Jaquirana;Jaquirana;431112;1101;10
Juruá;Juruá;130220;1100;18
Boa Ventura;Boa Ventura;250210;1100;12
Isaías Coelho;Isaías Coelho;220490;1099;10
Barra de São Miguel;Barra de São Miguel;270060;1098;11
Munhoz de Melo;Munhoz de Melo;411630;1098;11
Queluz;Queluz;354190;1097;32
Governador Edison Lobão;Governador Edison Lobão;210455;1096;34
Nova Olímpia;Nova Olímpia;411720;1095;24
Água Santa;Água Santa;430005;1095;11
Pacatuba;Pacatuba;280490;1094;27
Varzelândia;Varzelândia;317090;1093;37
Novo Cabrais;Novo Cabrais;431339;1093;9
Ninheira;Ninheira;314465;1092;9
Fortaleza de Minas;Fortaleza de Minas;312630;1091;11
Morungaba;Morungaba;353200;1091;41
São Luiz do Norte;São Luiz do Norte;522015;1091;21
Ibateguara;Ibateguara;270300;1089;23
Amorinópolis;Amorinópolis;520090;1088;14
Brejo;Brejo;210210;1087;20
Cristinápolis;Cristinápolis;280170;1087;32
Guapirama;Guapirama;410900;1087;16
Mulungu do Morro;Mulungu do Morro;292205;1086;22
Tunas do Paraná;Tunas do Paraná;412788;1086;24
Itaara;Itaara;431053;1086;18
Carnaúba dos Dantas;Carnaúba dos Dantas;240240;1085;10
Coroaci;Coroaci;311920;1085;21
Caatiba;Caatiba;290480;1083;17
Vereda;Vereda;293325;1083;23
Santa Rita do Araguaia;Santa Rita do Araguaia;521940;1082;8
Mata Grande;Mata Grande;270500;1081;28
Ponto dos Volantes;Ponto dos Volantes;315217;1081;25
Timbaúba dos Batistas;Timbaúba dos Batistas;241430;1080;6
Araçás;Araçás;290205;1080;16
Guaimbê;Guaimbê;351730;1080;9
Redenção do Gurguéia;Redenção do Gurguéia;220870;1079;25
Antônio Martins;Antônio Martins;240090;1079;8
Nossa Senhora Aparecida;Nossa Senhora Aparecida;280445;1079;19
Corumbataí;Corumbataí;351270;1077;9
Serra Caiada;Serra Caiada;241030;1076;20
Duas Estradas;Duas Estradas;250580;1075;20
Aramari;Aramari;290220;1075;15
Nova Bréscia;Nova Bréscia;431300;1075;19
Lagoa do Barro do Piauí;Lagoa do Barro do Piauí;220556;1074;11
Pariconha;Pariconha;270642;1074;11
Getulina;Getulina;351700;1074;38
Boracéia;Boracéia;350730;1073;27
Dona Inês;Dona Inês;250570;1072;21
Alto Paraguai;Alto Paraguai;510050;1072;32
Vertente do Lério;Vertente do Lério;261618;1071;10
Itapé;Itapé;291620;1071;34
Sardoá;Sardoá;316550;1070;11
Cuparaque;Cuparaque;312083;1067;18
São João do Manteninha;São João do Manteninha;316257;1067;18
Agricolândia;Agricolândia;220010;1066;13
Diamante;Diamante;250560;1066;12
Calçado;Calçado;260330;1066;9
Taparuba;Taparuba;316805;1066;10
Putinga;Putinga;431520;1065;21
São Domingos das Dores;São Domingos das Dores;316095;1064;13
Malta;Malta;250880;1063;13
Rio Pomba;Rio Pomba;315580;1063;46
Salgado Filho;Salgado Filho;412280;1063;12
Riacho de Santana;Riacho de Santana;241080;1062;1
Gongogi;Gongogi;291150;1062;20
Pindorama do Tocantins;Pindorama do Tocantins;171700;1061;9
Queiroz;Queiroz;354180;1061;3
Cristino Castro;Cristino Castro;220310;1060;15
Coronel Xavier Chaves;Coronel Xavier Chaves;311970;1060;4
Derrubadas;Derrubadas;430632;1059;8
Porto Estrela;Porto Estrela;510685;1059;15
Passa Tempo;Passa Tempo;314770;1058;14
Juti;Juti;500515;1058;14
Tumiritinga;Tumiritinga;316950;1057;20
Inhaúma;Inhaúma;313100;1056;21
Ritápolis;Ritápolis;315610;1056;15
São Geraldo;São Geraldo;316150;1056;30
Foz do Jordão;Foz do Jordão;410845;1056;17
José Boiteux;José Boiteux;420915;1056;12
Barra de Guabiraba;Barra de Guabiraba;260130;1055;21
Cruzeiro da Fortaleza;Cruzeiro da Fortaleza;312070;1055;8
Rio Negro;Rio Negro;500730;1055;11
Pompéia;Pompéia;354000;1054;60
Francisco Dantas;Francisco Dantas;240390;1053;5
Cordeiros;Cordeiros;290900;1053;10
Barão de Antonina;Barão de Antonina;350500;1049;11
Serraria;Serraria;251590;1048;13
Brasilândia do Sul;Brasilândia do Sul;410337;1048;14
Riqueza;Riqueza;421507;1048;20
São Bonifácio;São Bonifácio;421590;1048;7
Ibiaí;Ibiaí;312960;1047;12
Tavares;Tavares;432135;1047;16
Fátima;Fátima;170755;1046;10
Riversul;Riversul;354350;1046;32
Água Doce do Maranhão;Água Doce do Maranhão;210015;1045;10
Itaguatins;Itaguatins;171070;1043;18
Matões;Matões;210660;1043;14
Ariranha;Ariranha;350370;1043;38
Divina Pastora;Divina Pastora;280200;1042;12
Sertãozinho;Sertãozinho;251593;1041;7
Floreal;Floreal;351590;1041;10
Novo Itacolomi;Novo Itacolomi;411729;1041;8
Campos Borges;Campos Borges;430410;1041;13
Coimbra;Coimbra;311670;1040;13
Parisi;Parisi;353625;1040;20
Celso Ramos;Celso Ramos;420415;1039;9
Alcinópolis;Alcinópolis;500025;1038;15
Santa Cecília do Pavão;Santa Cecília do Pavão;412320;1037;16
Januário Cicco;Januário Cicco;240530;1036;11
Cipotânea;Cipotânea;311630;1036;26
Santa Rita de Minas;Santa Rita de Minas;315935;1036;17
Guairaçá;Guairaçá;410890;1036;22
Ponte Alta;Ponte Alta;421330;1036;15
Santanópolis;Santanópolis;292830;1035;14
Vitor Meireles;Vitor Meireles;421935;1035;14
Palestina do Pará;Palestina do Pará;150549;1034;13
Potengi;Potengi;231120;1034;7
Bom Jesus do Galho;Bom Jesus do Galho;310780;1034;42
Dom Silvério;Dom Silvério;312270;1034;19
Monte do Carmo;Monte do Carmo;171360;1033;12
Diamante D'Oeste;Diamante D'Oeste;410715;1031;17
São Sebastião do Tocantins;São Sebastião do Tocantins;172030;1030;11
Macarani;Macarani;291970;1030;32
Vila Nova dos Martírios;Vila Nova dos Martírios;211285;1029;7
Divino de São Lourenço;Divino de São Lourenço;320180;1029;15
Chuí;Chuí;430543;1029;6
Santa Fé do Araguaia;Santa Fé do Araguaia;171886;1028;14
Tamandaré;Tamandaré;261485;1028;41
Mossâmedes;Mossâmedes;521390;1027;10
Botumirim;Botumirim;310850;1026;5
Goioxim;Goioxim;410865;1026;9
Morrinhos do Sul;Morrinhos do Sul;431244;1026;8
Belmiro Braga;Belmiro Braga;310610;1024;6
Guarujá do Sul;Guarujá do Sul;420660;1024;12
Senhora dos Remédios;Senhora dos Remédios;316620;1023;18
Maripá de Minas;Maripá de Minas;314020;1022;16
São Pedro do Turvo;São Pedro do Turvo;355050;1022;16
Ourizona;Ourizona;411740;1022;16
Paulo Frontin;Paulo Frontin;411870;1022;6
Cerrito;Cerrito;430512;1022;15
Pau D'Arco;Pau D'Arco;150555;1021;12
Alto Parnaíba;Alto Parnaíba;210050;1021;11
Lajedo do Tabocal;Lajedo do Tabocal;291905;1020;14
Entre Folhas;Entre Folhas;312385;1020;19
Taquarivaí;Taquarivaí;355385;1020;22
Passos Maia;Passos Maia;421227;1019;13
Fronteira dos Vales;Fronteira dos Vales;312705;1018;12
Jandaíra;Jandaíra;291790;1017;15
Santa Cecília;Santa Cecília;251315;1016;6
Jesuânia;Jesuânia;313590;1016;10
Tarabai;Tarabai;355390;1016;36
Camalaú;Camalaú;250390;1015;8
Riachinho;Riachinho;171855;1014;11
Granito;Granito;260630;1013;11
São Domingos;São Domingos;280680;1013;31
Santa Maria do Salto;Santa Maria do Salto;315810;1013;20
Marcolândia;Marcolândia;220595;1012;21
Aporé;Aporé;520150;1011;11
Presidente Jânio Quadros;Presidente Jânio Quadros;292570;1010;15
Juvenília;Juvenília;313695;1010;6
Colônia do Piauí;Colônia do Piauí;220277;1009;6
Quatipuru;Quatipuru;150611;1008;19
Gentio do Ouro;Gentio do Ouro;291130;1008;13
Paraná;Paraná;240860;1007;3
São Pedro da União;São Pedro da União;316390;1007;11
Chaves;Chaves;150250;1005;7
Itaju;Itaju;352200;1005;14
Bonópolis;Bonópolis;520357;1005;6
Verdejante;Verdejante;261610;1004;12
Alvorada do Gurguéia;Alvorada do Gurguéia;220045;1003;15
Dom Cavati;Dom Cavati;312250;1003;27
Reginópolis;Reginópolis;354250;1003;26
Nova Alvorada;Nova Alvorada;431275;1001;8
Santa Efigênia de Minas;Santa Efigênia de Minas;315750;1000;12
Manduri;Manduri;352860;998;32
Angelina;Angelina;420090;997;6
Barracão;Barracão;430180;997;18
Santana da Boa Vista;Santana da Boa Vista;431700;997;15
Lago Verde;Lago Verde;210590;996;25
Joaquim Gomes;Joaquim Gomes;270380;996;28
Lontra;Lontra;313865;995;13
Pedrinópolis;Pedrinópolis;314920;995;12
Tanquinho;Tanquinho;293110;994;17
Milagres;Milagres;292130;993;9
Delfim Moreira;Delfim Moreira;312110;993;34
Nova Santa Bárbara;Nova Santa Bárbara;411721;993;21
Pinhal;Pinhal;431445;993;6
Caracol;Caracol;500280;993;15
Baião;Baião;150120;992;40
Belém do Brejo do Cruz;Belém do Brejo do Cruz;250200;992;10
Barbosa;Barbosa;350510;992;25
Ivolândia;Ivolândia;521160;992;8
Serra da Raiz;Serra da Raiz;251560;991;6
Ouro Branco;Ouro Branco;270610;991;13
Amaporã;Amaporã;410090;991;8
São José do Sabugi;São José do Sabugi;251470;990;8
Santana de Pirapama;Santana de Pirapama;315850;990;22
Coluna;Coluna;311680;989;12
Urucuia;Urucuia;317052;989;8
Severiano de Almeida;Severiano de Almeida;432060;988;6
Virmond;Virmond;412865;987;8
Nova Candelária;Nova Candelária;431301;987;5
Simolândia;Simolândia;522068;986;7
Santa Maria das Barreiras;Santa Maria das Barreiras;150658;985;13
Ingazeira;Ingazeira;260710;985;9
Passo de Camaragibe;Passo de Camaragibe;270650;985;24
Antônio Dias;Antônio Dias;310300;985;30
Ressaquinha;Ressaquinha;315440;984;11
Vargem;Vargem;421915;984;5
