_id;nome;cod;casosAcumulado;obitosAcumulado
Colônia do Gurguéia;Colônia do Gurguéia;220275;729;14
São João da Ponte;São João da Ponte;316240;729;33
Salesópolis;Salesópolis;354500;728;64
Jundiá;Jundiá;240615;727;7
Tapiramutá;Tapiramutá;293130;727;11
Brás Pires;Brás Pires;310870;727;13
Santana do Deserto;Santana do Deserto;315860;727;18
Presidente Alves;Presidente Alves;354110;727;11
Buriti dos Montes;Buriti dos Montes;220202;726;11
Pedrinhas;Pedrinhas;280510;726;19
Ibirapuitã;Ibirapuitã;430995;726;17
Santa Salete;Santa Salete;354765;725;9
Jardinópolis;Jardinópolis;420895;725;5
Serra Nova Dourada;Serra Nova Dourada;510788;725;7
Castelândia;Castelândia;520505;725;16
Mamonas;Mamonas;313925;724;8
Vera Cruz;Vera Cruz;355660;724;50
Santo Antônio do Paraíso;Santo Antônio do Paraíso;412430;724;6
Arabutã;Arabutã;420127;724;10
Belmonte;Belmonte;420215;724;5
União do Oeste;União do Oeste;421885;724;12
Mesópolis;Mesópolis;352965;722;6
Ribeirão do Sul;Ribeirão do Sul;354320;722;27
Sandovalina;Sandovalina;354550;722;16
Canapi;Canapi;270160;721;17
Tabocão;Tabocão;170825;720;10
Dom Inocêncio;Dom Inocêncio;220345;719;8
Bozano;Bozano;430258;718;9
Caraíbas;Caraíbas;290689;717;9
Saubara;Saubara;292975;717;21
Bacabeira;Bacabeira;210125;716;10
Pinhal da Serra;Pinhal da Serra;431446;716;8
Governador Archer;Governador Archer;210450;715;7
Geminiano;Geminiano;220435;715;6
São João do Carú;São João do Carú;211102;714;9
Iramaia;Iramaia;291430;714;17
Rondolândia;Rondolândia;510757;714;5
Buritinópolis;Buritinópolis;520396;714;4
Saúde;Saúde;292980;713;6
Almirante Tamandaré do Sul;Almirante Tamandaré do Sul;430047;713;8
Pureza;Pureza;241040;712;20
Bom Jesus da Serra;Bom Jesus da Serra;290395;712;13
Conceição de Ipanema;Conceição de Ipanema;311740;712;5
Licínio de Almeida;Licínio de Almeida;291940;711;14
São Lourenço da Serra;São Lourenço da Serra;354995;711;42
Paraú;Paraú;240870;710;14
Cabaceiras;Cabaceiras;250310;710;6
Ariranha do Ivaí;Ariranha do Ivaí;410185;709;5
Natalândia;Natalândia;314437;708;9
Sussuapara;Sussuapara;221093;707;15
Novo Horizonte;Novo Horizonte;421165;707;2
Santa Rosa de Lima;Santa Rosa de Lima;421560;707;5
Humaitá;Humaitá;430970;707;13
Santo Antônio da Barra;Santo Antônio da Barra;521971;706;9
Barra Longa;Barra Longa;310570;704;14
Nova Belém;Nova Belém;314467;704;19
Adelândia;Adelândia;520015;704;6
Brejo Grande;Brejo Grande;280070;703;13
Guajeru;Guajeru;291165;702;10
Senhora de Oliveira;Senhora de Oliveira;316600;702;10
Barra do Jacaré;Barra do Jacaré;410270;702;7
Bom Sucesso de Itararé;Bom Sucesso de Itararé;350715;701;7
Mampituba;Mampituba;431173;701;3
São Vendelino;São Vendelino;431975;701;6
Frei Rogério;Frei Rogério;420555;700;11
Araguaiana;Araguaiana;510100;700;8
Pedro Régis;Pedro Régis;251272;699;9
Rio Novo;Rio Novo;315540;699;30
Áurea;Áurea;430155;698;7
Monte Belo do Sul;Monte Belo do Sul;431238;698;9
Vale de São Domingos;Vale de São Domingos;510835;698;11
Trombas;Trombas;522145;698;8
Tacima;Tacima;251640;697;10
Iomerê;Iomerê;420757;697;12
Israelândia;Israelândia;521030;697;10
Godoy Moreira;Godoy Moreira;410855;695;5
Alegria;Alegria;430045;695;5
Pedro Avelino;Pedro Avelino;240970;694;7
Santa Teresinha;Santa Teresinha;251380;694;14
Jacaré dos Homens;Jacaré dos Homens;270340;694;5
São Sebastião do Anta;São Sebastião do Anta;316447;694;15
Rancho Alegre D'Oeste;Rancho Alegre D'Oeste;412135;694;9
Coxilha;Coxilha;430597;694;13
Maratá;Maratá;431179;694;5
Santa Clara do Sul;Santa Clara do Sul;431675;694;14
Alto Caparaó;Alto Caparaó;310205;693;10
Aloândia;Aloândia;520050;693;12
Brotas de Macaúbas;Brotas de Macaúbas;290450;692;9
Coronel Macedo;Coronel Macedo;351260;692;30
Pinto Bandeira;Pinto Bandeira;431454;692;6
Cachoeira de Pajeú;Cachoeira de Pajeú;310270;691;11
Paineiras;Paineiras;314640;691;7
Itapiratins;Itapiratins;171090;690;12
Desterro do Melo;Desterro do Melo;312150;690;3
Marliéria;Marliéria;314030;689;20
Erebango;Erebango;430697;689;4
Silveira Martins;Silveira Martins;432065;688;13
Nova Roma;Nova Roma;521490;688;2
Araioses;Araioses;210090;687;15
Brejão;Brejão;260240;687;11
Arantina;Arantina;310360;687;7
Vieiras;Vieiras;317140;687;7
Mataraca;Mataraca;250930;686;17
Várzea;Várzea;251710;686;1
Witmarsum;Witmarsum;421940;686;5
Nova Roma do Sul;Nova Roma do Sul;431335;686;7
Nova Santa Helena;Nova Santa Helena;510619;685;17
Belo Monte;Belo Monte;270090;684;11
Feira da Mata;Feira da Mata;291077;684;6
Itapura;Itapura;352300;684;17
Aiquara;Aiquara;290060;682;12
Rolador;Rolador;431595;682;4
Damianópolis;Damianópolis;520670;682;9
Santa Cruz de Goiás;Santa Cruz de Goiás;521920;682;8
Bento de Abreu;Bento de Abreu;350620;681;6
Nova Olinda;Nova Olinda;251020;680;11
Campo Grande;Campo Grande;270150;680;11
Toropi;Toropi;432149;680;13
Cana Verde;Cana Verde;311190;679;12
Icatu;Icatu;210510;678;15
São Miguel do Tapuio;São Miguel do Tapuio;221040;678;18
Sobrália;Sobrália;316770;678;23
Vista Alegre;Vista Alegre;432350;678;10
Uirapuru;Uirapuru;522157;678;10
Itacambira;Itacambira;313200;677;4
Major Gercino;Major Gercino;421020;677;8
Santa Rosa do Tocantins;Santa Rosa do Tocantins;171890;676;7
Joanésia;Joanésia;313610;676;18
Patos do Piauí;Patos do Piauí;220777;675;12
Muribeca;Muribeca;280430;675;17
Itumirim;Itumirim;313430;675;13
Rinópolis;Rinópolis;354380;675;21
São João do Araguaia;São João do Araguaia;150750;674;12
Curralinhos;Curralinhos;220325;674;4
Santa Maria;Santa Maria;240933;672;17
Gracho Cardoso;Gracho Cardoso;280260;672;7
Planalto;Planalto;353960;672;14
Santo Afonso;Santo Afonso;510726;672;14
Nazaré;Nazaré;171430;671;7
Gonzaga;Gonzaga;312750;671;18
Conceição do Tocantins;Conceição do Tocantins;170560;670;12
Currais;Currais;220323;670;3
Goiabeira;Goiabeira;312737;669;10
Arandu;Arandu;350310;668;22
Alegrete do Piauí;Alegrete do Piauí;220027;667;9
Rubelita;Rubelita;315650;667;4
Veredinha;Veredinha;317107;667;1
Marilac;Marilac;314010;666;15
Doutor Ricardo;Doutor Ricardo;430675;665;4
Ponto Chique;Ponto Chique;315213;664;16
Mirador;Mirador;411590;664;5
Rio Grande do Piauí;Rio Grande do Piauí;220900;663;10
Bias Fortes;Bias Fortes;310680;663;4
Campo Bonito;Campo Bonito;410405;663;17
Luciara;Luciara;510530;663;7
Funilândia;Funilândia;312720;662;12
Quevedos;Quevedos;431532;662;2
São Francisco de Goiás;São Francisco de Goiás;521990;662;18
Fernando Pedroza;Fernando Pedroza;240375;661;4
São João da Lagoa;São João da Lagoa;316225;661;5
Bom Lugar;Bom Lugar;210207;660;7
Lago dos Rodrigues;Lago dos Rodrigues;210594;659;15
Juazeiro do Piauí;Juazeiro do Piauí;220551;659;4
Barra de Santo Antônio;Barra de Santo Antônio;270050;659;34
Ouro Velho;Ouro Velho;251060;658;3
Gavião;Gavião;291125;657;5
Jaraguari;Jaraguari;500490;657;11
Josenópolis;Josenópolis;313657;656;3
Caseiros;Caseiros;430495;656;17
Manfrinópolis;Manfrinópolis;411435;655;9
Campos Lindos;Campos Lindos;170384;654;6
Marizópolis;Marizópolis;250915;654;14
Rio Espera;Rio Espera;315520;654;14
Nova Iguaçu de Goiás;Nova Iguaçu de Goiás;521487;654;15
Umari;Umari;231370;653;15
Padre Carvalho;Padre Carvalho;314625;653;9
Diorama;Diorama;520710;653;6
Mata Roma;Mata Roma;210640;652;11
Triunfo Potiguar;Triunfo Potiguar;241445;652;4
Olho d'Água;Olho d'Água;251040;652;11
Álvares Florence;Álvares Florence;350120;652;19
Vargem;Vargem;355635;651;27
Gastão Vidigal;Gastão Vidigal;351680;650;18
Meridiano;Meridiano;352960;650;42
Gameleiras;Gameleiras;312733;649;4
Faria Lemos;Faria Lemos;312530;648;6
Matias Cardoso;Matias Cardoso;314085;647;12
Jeriquara;Jeriquara;352540;647;3
Dois Irmãos das Missões;Dois Irmãos das Missões;430642;647;5
Novo Acordo;Novo Acordo;171510;646;7
Congo;Congo;250470;646;17
Iracema do Oeste;Iracema do Oeste;411065;646;6
Capinzal do Norte;Capinzal do Norte;210275;645;9
Lajeado Novo;Lajeado Novo;210598;645;13
Logradouro;Logradouro;250855;645;10
Santa Rita de Ibitipoca;Santa Rita de Ibitipoca;315940;645;4
Presidente Castello Branco;Presidente Castello Branco;421390;645;5
Carmolândia;Carmolândia;170388;644;7
Cortês;Cortês;260480;643;28
Major Sales;Major Sales;240725;642;16
Erval Grande;Erval Grande;430720;642;8
Franciscópolis;Franciscópolis;312675;641;3
Campina do Monte Alegre;Campina do Monte Alegre;350945;641;29
Bom Jesus do Amparo;Bom Jesus do Amparo;310770;640;9
Lamim;Lamim;313790;639;7
São José do Sul;São José do Sul;431861;638;6
Araguanã;Araguanã;170215;637;16
Braúna;Braúna;350770;637;27
Ilópolis;Ilópolis;431030;637;5
Dobrada;Dobrada;351400;636;13
Itati;Itati;431065;636;12
Cachoeira do Arari;Cachoeira do Arari;150200;635;27
Aspásia;Aspásia;350395;635;12
Jumirim;Jumirim;352585;635;8
Rosário;Rosário;210960;634;28
Imaculada;Imaculada;250670;634;11
Cachoeira Dourada;Cachoeira Dourada;310980;634;3
Elisiário;Elisiário;351492;634;13
Jacobina do Piauí;Jacobina do Piauí;220515;633;4
São José de Caiana;São José de Caiana;251430;633;10
Tacaimbó;Tacaimbó;261470;633;18
Santo Expedito do Sul;Santo Expedito do Sul;431795;633;8
Cocal de Telha;Cocal de Telha;220271;632;14
Cordislândia;Cordislândia;311900;632;4
Campina do Simão;Campina do Simão;410395;632;15
Centenário;Centenário;170410;631;7
Arco-Íris;Arco-Íris;350335;631;10
Cachoeira de Goiás;Cachoeira de Goiás;520420;631;7
São João da Canabrava;São João da Canabrava;220985;630;10
Pratinha;Pratinha;315300;630;5
Areial;Areial;250120;629;13
Bernardo do Mearim;Bernardo do Mearim;210193;628;7
José Raydan;José Raydan;313655;628;3
Belém do Piauí;Belém do Piauí;220157;627;8
Itutinga;Itutinga;313450;627;5
Pau D'Arco;Pau D'Arco;171630;625;8
Carvalhos;Carvalhos;311480;625;5
Vicente Dutra;Vicente Dutra;432310;625;7
Nova Módica;Nova Módica;314490;624;17
Sede Nova;Sede Nova;432023;624;7
Aurora do Tocantins;Aurora do Tocantins;170270;623;8
Água Comprida;Água Comprida;310070;623;9
Angelândia;Angelândia;310285;623;4
Caparaó;Caparaó;311210;623;7
Mesquita;Mesquita;314170;623;12
Águas de Santa Bárbara;Águas de Santa Bárbara;350055;623;25
Vila Lângaro;Vila Lângaro;432335;623;2
Patrocínio do Muriaé;Patrocínio do Muriaé;314820;622;12
Lagoa dos Três Cantos;Lagoa dos Três Cantos;431127;622;5
Palmeirante;Palmeirante;171570;621;9
Formoso;Formoso;312620;621;11
Itaipé;Itaipé;313230;621;8
Comendador Gomes;Comendador Gomes;311690;620;5
Pingo d'Água;Pingo d'Água;315053;620;15
Natuba;Natuba;250990;619;9
Paranatama;Paranatama;261030;619;26
Guaporema;Guaporema;410910;619;6
Charrua;Charrua;430537;619;12
Sambaíba;Sambaíba;210970;618;4
Senador Georgino Avelino;Senador Georgino Avelino;241320;618;7
Cantagalo;Cantagalo;311205;618;8
Melgaço;Melgaço;150450;617;17
Goianorte;Goianorte;170830;617;8
Coqueiro Seco;Coqueiro Seco;270220;617;9
Lafaiete Coutinho;Lafaiete Coutinho;291870;617;9
Itatiba do Sul;Itatiba do Sul;431070;617;4
São Francisco do Oeste;São Francisco do Oeste;241190;616;6
Campo Azul;Campo Azul;311115;616;4
Chiador;Chiador;311620;616;9
Altamira do Paraná;Altamira do Paraná;410045;616;15
Marzagão;Marzagão;521290;616;8
Vargem Bonita;Vargem Bonita;317060;615;4
Joca Marques;Joca Marques;220545;614;9
Palmelo;Palmelo;521580;614;10
Paulo Jacinto;Paulo Jacinto;270660;613;16
Porto de Pedras;Porto de Pedras;270740;613;15
Mira Estrela;Mira Estrela;353000;613;16
Porto do Mangue;Porto do Mangue;241025;612;14
Berilo;Berilo;310650;612;3
São Manoel do Paraná;São Manoel do Paraná;412555;612;4
Várzea do Poço;Várzea do Poço;293310;611;7
Santa Maria do Tocantins;Santa Maria do Tocantins;171888;610;3
Palmeirina;Palmeirina;261010;610;10
Divinolândia de Minas;Divinolândia de Minas;312220;610;17
São Pedro da Água Branca;São Pedro da Água Branca;211153;609;5
Santa Luz;Santa Luz;220930;609;8
Leme do Prado;Leme do Prado;313835;609;4
Jaborandi;Jaborandi;352420;609;25
Amaral Ferrador;Amaral Ferrador;430063;609;16
Boa Hora;Boa Hora;220177;608;7
Carrapateira;Carrapateira;250410;608;6
Pequi;Pequi;314960;608;10
Marques de Souza;Marques de Souza;431205;608;9
Santo Antônio do Retiro;Santo Antônio do Retiro;316045;607;1
Tigrinhos;Tigrinhos;421795;607;2
Parnaguá;Parnaguá;220760;606;11
Ibirajuba;Ibirajuba;260670;606;12
São Sebastião do Rio Verde;São Sebastião do Rio Verde;316490;606;4
Senador Cortes;Senador Cortes;316560;606;5
Lagoa d'Anta;Lagoa d'Anta;240620;605;10
Tabuleiro;Tabuleiro;316790;605;15
Coronel Martins;Coronel Martins;420445;605;3
Francisco Macedo;Francisco Macedo;220415;604;6
Olivença;Olivença;270600;603;17
Pontalinda;Pontalinda;354025;603;20
Doutor Pedrinho;Doutor Pedrinho;420515;603;7
Padre Marcos;Padre Marcos;220720;602;9
São Jorge;São Jorge;431844;602;12
Pracuúba;Pracuúba;160055;601;6
Mathias Lobato;Mathias Lobato;317150;601;14
Ipira;Ipira;420760;601;7
Romelândia;Romelândia;421520;601;8
São Patrício;São Patrício;522028;601;9
Primavera de Rondônia;Primavera de Rondônia;110147;600;7
Campo Alegre do Fidalgo;Campo Alegre do Fidalgo;220211;600;3
Jenipapo de Minas;Jenipapo de Minas;313545;600;9
Olímpio Noronha;Olímpio Noronha;314550;600;4
Taquaraçu de Minas;Taquaraçu de Minas;316830;600;10
Catolândia;Catolândia;290740;599;1
Ladainha;Ladainha;313700;599;12
Arroio do Padre;Arroio do Padre;430107;599;4
Paripueira;Paripueira;270644;598;29
Nova Colinas;Nova Colinas;210725;597;6
São Geraldo da Piedade;São Geraldo da Piedade;316160;597;15
Turmalina;Turmalina;355530;597;7
Comercinho;Comercinho;311700;596;6
Ponte Alta do Bom Jesus;Ponte Alta do Bom Jesus;171780;594;11
Matutina;Matutina;314120;594;8
Mambaí;Mambaí;521270;594;7
Perolândia;Perolândia;521645;594;9
Santo Antônio do Aracanguá;Santo Antônio do Aracanguá;354805;593;40
Cristália;Cristália;312030;592;3
Irati;Irati;420785;592;8
São Gonçalo do Pará;São Gonçalo do Pará;316180;591;30
Alpercata;Alpercata;310180;589;27
Vargem Alegre;Vargem Alegre;317057;589;19
Quintana;Quintana;354200;589;34
Taquarussu;Taquarussu;500797;588;8
Aral Moreira;Aral Moreira;500124;587;21
Novo Jardim;Novo Jardim;171525;586;3
Pavussu;Pavussu;220785;586;15
Novo Xingu;Novo Xingu;431346;586;5
Curralinho;Curralinho;150280;585;36
Pium;Pium;171750;583;8
São José dos Basílios;São José dos Basílios;211125;583;5
Palestina;Palestina;270620;583;5
Tarumirim;Tarumirim;316840;583;51
Wenceslau Braz;Wenceslau Braz;317220;583;8
Várzea;Várzea;241470;582;11
Paulo Bento;Paulo Bento;431413;582;2
Rodelas;Rodelas;292710;581;9
Ubirajara;Ubirajara;355550;581;15
Lajeado Grande;Lajeado Grande;420945;581;7
Vitória das Missões;Vitória das Missões;432375;581;12
Jaú do Tocantins;Jaú do Tocantins;171150;580;13
Nacip Raydan;Nacip Raydan;314420;580;10
Caibaté;Caibaté;430330;580;8
Vanini;Vanini;432255;580;4
Morros;Morros;210710;579;17
Rafael Godeiro;Rafael Godeiro;241060;579;3
Porto Walter;Porto Walter;120039;578;7
Teodoro Sampaio;Teodoro Sampaio;293140;578;11
Saltinho;Saltinho;421535;578;10
Novo Tiradentes;Novo Tiradentes;431344;577;0
Rodolfo Fernandes;Rodolfo Fernandes;241100;575;11
Águas Vermelhas;Águas Vermelhas;310100;575;13
Monções;Monções;353100;575;8
São José da Safira;São José da Safira;316300;574;14
Santana da Ponte Pensa;Santana da Ponte Pensa;354720;574;6
Vespasiano Corrêa;Vespasiano Corrêa;432285;574;10
Várzea Grande;Várzea Grande;221140;571;1
Caraúbas;Caraúbas;250407;570;6
Santa Rita do Novo Destino;Santa Rita do Novo Destino;521945;570;11
Bodó;Bodó;240165;569;2
Marmelópolis;Marmelópolis;314040;569;12
Uniflor;Uniflor;412830;569;4
Vale Verde;Vale Verde;432252;569;9
Penalva;Penalva;210830;568;14
Silveiras;Silveiras;355200;568;11
Peritiba;Peritiba;421260;568;6
Turiúba;Turiúba;355520;565;4
Venha-Ver;Venha-Ver;241475;563;6
Dom Pedro de Alcântara;Dom Pedro de Alcântara;430655;562;8
Alvorada de Minas;Alvorada de Minas;310240;560;4
Santa Clara d'Oeste;Santa Clara d'Oeste;354610;560;26
Confins;Confins;311787;559;20
Santa Ernestina;Santa Ernestina;354650;559;22
Porto;Porto;220850;558;18
Estrela do Norte;Estrela do Norte;520750;558;5
Turuçu;Turuçu;432232;557;10
Altamira do Maranhão;Altamira do Maranhão;210040;556;15
Palmópolis;Palmópolis;314675;556;13
São Pedro do Suaçuí;São Pedro do Suaçuí;316410;555;12
Ermo;Ermo;420519;555;7
Marema;Marema;421055;555;13
Boa Vista do Cadeado;Boa Vista do Cadeado;430222;555;6
Jateí;Jateí;500510;555;8
Nossa Senhora de Lourdes;Nossa Senhora de Lourdes;280470;554;14
Dueré;Dueré;170730;553;10
Itaú;Itaú;240490;553;14
Consolação;Consolação;311850;553;5
Figueirão;Figueirão;500390;553;7
Caldeirão Grande do Piauí;Caldeirão Grande do Piauí;220209;552;2
Tiradentes do Sul;Tiradentes do Sul;432147;551;8
Santa Bárbara do Monte Verde;Santa Bárbara do Monte Verde;315727;550;13
Belém de Maria;Belém de Maria;260150;548;10
Jesúpolis;Jesúpolis;521205;548;12
Algodão de Jandaíra;Algodão de Jandaíra;250057;546;2
Minduri;Minduri;314190;546;11
Campo Grande do Piauí;Campo Grande do Piauí;220213;545;11
Santo Antônio da Alegria;Santo Antônio da Alegria;354790;544;25
Porto Alegre do Tocantins;Porto Alegre do Tocantins;171800;543;3
Maracaçumé;Maracaçumé;210632;543;8
Telha;Telha;280730;543;11
Rio Sono;Rio Sono;171875;542;5
Nova Olinda do Maranhão;Nova Olinda do Maranhão;210735;541;14
Abdon Batista;Abdon Batista;420005;541;4
Macieira;Macieira;421005;541;6
Relvado;Relvado;431545;541;4
Bonito;Bonito;150160;540;18
Barcelona;Barcelona;240150;540;12
São Domingos do Azeitão;São Domingos do Azeitão;211065;539;4
Euclides da Cunha Paulista;Euclides da Cunha Paulista;351535;539;19
Ribeira;Ribeira;354280;539;9
Salgadinho;Salgadinho;261210;538;8
Itaverava;Itaverava;313390;538;3
Pedrão;Pedrão;292410;537;6
Leandro Ferreira;Leandro Ferreira;313830;537;7
São José do Alegre;São José do Alegre;316320;537;8
Vista Gaúcha;Vista Gaúcha;432370;537;17
Santo Antônio do Leste;Santo Antônio do Leste;510779;537;8
São Félix do Piauí;São Félix do Piauí;220960;535;4
Corguinho;Corguinho;500310;535;13
Conceição do Canindé;Conceição do Canindé;220280;534;7
Pedra Preta;Pedra Preta;240960;534;2
Catuti;Catuti;311547;534;5
Nipoã;Nipoã;353270;534;19
Ribeirão Grande;Ribeirão Grande;354325;534;30
Vermelho Novo;Vermelho Novo;317115;532;14
Boa Esperança do Iguaçu;Boa Esperança do Iguaçu;410302;532;2
Pedras Altas;Pedras Altas;431417;532;4
Lajeado do Bugre;Lajeado do Bugre;431142;531;17
Travesseiro;Travesseiro;432162;531;10
Castanheiras;Castanheiras;110090;530;11
Cajari;Cajari;210250;530;8
Francisco Ayres;Francisco Ayres;220410;530;7
Colônia Leopoldina;Colônia Leopoldina;270210;530;23
Tanque d'Arca;Tanque d'Arca;270900;529;14
Urupema;Urupema;421895;529;5
Lagoa Alegre;Lagoa Alegre;220555;528;15
Damião;Damião;250535;527;6
Novorizonte;Novorizonte;314537;527;5
Caiuá;Caiuá;350910;527;12
Salmourão;Salmourão;354510;527;26
Serra Alta;Serra Alta;421755;527;6
Abreulândia;Abreulândia;170025;526;8
Sarapuí;Sarapuí;355110;525;7
São João do Cariri;São João do Cariri;251400;524;6
Itaju do Colônia;Itaju do Colônia;291540;523;9
Poço das Antas;Poço das Antas;431475;522;3
Santa Rita do Trivelato;Santa Rita do Trivelato;510776;522;4
Campo Largo do Piauí;Campo Largo do Piauí;220217;521;8
Jussiape;Jussiape;291860;521;10
Bonfim do Piauí;Bonfim do Piauí;220192;519;9
São Brás;São Brás;270820;519;5
Simão Pereira;Simão Pereira;316750;519;13
Pracinha;Pracinha;354085;519;6
Mirim Doce;Mirim Doce;421085;519;11
Divino das Laranjeiras;Divino das Laranjeiras;312210;518;17
Senador Modestino Gonçalves;Senador Modestino Gonçalves;316590;518;8
Jambeiro;Jambeiro;352490;518;18
Alto Bela Vista;Alto Bela Vista;420075;517;3
Esmeralda;Esmeralda;430740;517;10
São Domingos;São Domingos;521980;517;10
São João das Missões;São João das Missões;316245;514;7
Arvoredo;Arvoredo;420165;513;5
Lajeado;Lajeado;171200;512;5
Jardim de Angicos;Jardim de Angicos;240550;512;1
Maravilha;Maravilha;270460;512;21
Capela Nova;Capela Nova;311220;512;6
Barra Bonita;Barra Bonita;420209;512;2
Santo André;Santo André;251385;511;4
Fernando de Noronha;Fernando de Noronha;260545;511;2
Guimarães;Guimarães;210490;510;9
Ilha das Flores;Ilha das Flores;280270;510;22
Morpará;Morpará;292160;510;15
Centro do Guilherme;Centro do Guilherme;210315;509;5
Oratórios;Oratórios;314585;509;14
São José das Missões;São José das Missões;431845;509;3
Tunas;Tunas;432215;509;15
Sucupira;Sucupira;172085;508;4
Farol;Farol;410755;507;10
Santana dos Garrotes;Santana dos Garrotes;251360;506;11
Manoel Emídio;Manoel Emídio;220590;505;21
Cacimbas;Cacimbas;250355;505;11
Lucianópolis;Lucianópolis;352750;505;6
Suzanápolis;Suzanápolis;355255;505;12
Ubiretama;Ubiretama;432234;505;3
Pau D'Arco do Piauí;Pau D'Arco do Piauí;220779;504;5
Barão de Grajaú;Barão de Grajaú;210150;503;6
Cajueiro da Praia;Cajueiro da Praia;220208;502;21
São Miguel do Aleixo;São Miguel do Aleixo;280700;502;5
Guaraciama;Guaraciama;312825;502;7
Indaiabira;Indaiabira;313065;502;1
Ipiranga do Sul;Ipiranga do Sul;431046;502;2
Itaeté;Itaeté;291500;501;13
Pequeri;Pequeri;314950;501;11
Ouro Verde de Minas;Ouro Verde de Minas;314620;500;9
Nova Nazaré;Nova Nazaré;510617;500;9
Chã Preta;Chã Preta;270190;499;12
Ribeirãozinho;Ribeirãozinho;510719;499;12
São Bernardino;São Bernardino;421575;498;4
Vera Mendes;Vera Mendes;221150;496;3
Pinhão;Pinhão;280520;496;20
Rio Doce;Rio Doce;315500;496;10
Medeiros;Medeiros;314130;495;2
Canavieira;Canavieira;220225;494;8
Água Nova;Água Nova;240040;494;7
São José do Brejo do Cruz;São José do Brejo do Cruz;251465;494;1
Luiziânia;Luiziânia;352770;494;15
Governador Luiz Rocha;Governador Luiz Rocha;210462;493;1
Córrego Danta;Córrego Danta;311980;493;10
Pedra do Anta;Pedra do Anta;314880;493;7
Linha Nova;Linha Nova;431164;492;4
Cachoeira Grande;Cachoeira Grande;210237;491;8
Lagoa Grande do Maranhão;Lagoa Grande do Maranhão;210596;491;11
Água Fria;Água Fria;290040;491;13
Estrela do Indaiá;Estrela do Indaiá;312470;491;1
Dezesseis de Novembro;Dezesseis de Novembro;430635;491;5
Braúnas;Braúnas;310880;488;12
São Francisco de Assis do Piauí;São Francisco de Assis do Piauí;220965;487;5
Brejo de Areia;Brejo de Areia;210215;485;11
Alto Alegre;Alto Alegre;430055;485;3
Cajapió;Cajapió;210240;484;7
Borborema;Borborema;250270;484;14
Igaracy;Igaracy;250260;484;8
Mãe d'Água;Mãe d'Água;250870;484;8
General Maynard;General Maynard;280250;484;10
Dom Macedo Costa;Dom Macedo Costa;291020;484;10
São Geraldo do Baixio;São Geraldo do Baixio;316165;484;7
Bernardino Batista;Bernardino Batista;250205;483;3
Ibiam;Ibiam;420675;483;4
Paial;Paial;421187;483;4
Bom Jesus;Bom Jesus;250220;482;4
Carneiros;Carneiros;270180;482;11
Presidente Kubitschek;Presidente Kubitschek;315330;481;8
Santa Bárbara do Tugúrio;Santa Bárbara do Tugúrio;315730;481;8
Tanque do Piauí;Tanque do Piauí;221097;480;1
Irajuba;Irajuba;291420;480;2
Águas de São Pedro;Águas de São Pedro;350060;478;17
Firmino Alves;Firmino Alves;291090;477;14
Fernandes Tourinho;Fernandes Tourinho;312580;477;20
Sucupira do Riachão;Sucupira do Riachão;211195;476;4
Marcos Parente;Marcos Parente;220600;476;10
São Gonçalo do Piauí;São Gonçalo do Piauí;220980;476;9
Felício dos Santos;Felício dos Santos;312540;476;6
Avelinópolis;Avelinópolis;520280;475;18
Santo Amaro do Maranhão;Santo Amaro do Maranhão;211027;474;7
Nazária;Nazária;220672;474;19
Aricanduva;Aricanduva;310445;473;0
Dolcinópolis;Dolcinópolis;351420;473;9
Westfália;Westfália;432377;473;10
Recursolândia;Recursolândia;171850;471;8
Patis;Patis;314795;471;0
Mombuca;Mombuca;353090;471;11
Roteiro;Roteiro;270780;469;14
Pedra Dourada;Pedra Dourada;314900;469;3
Barra do Chapéu;Barra do Chapéu;350535;469;16
Dores do Turvo;Dores do Turvo;312330;468;19
Forquetinha;Forquetinha;430843;468;10
Montauri;Montauri;431235;467;9
Sigefredo Pacheco;Sigefredo Pacheco;221065;466;16
Senador José Bento;Senador José Bento;316580;466;6
Senador Alexandre Costa;Senador Alexandre Costa;211174;465;1
Minador do Negrão;Minador do Negrão;270530;465;10
Mercês;Mercês;314160;465;22
Indiana;Indiana;352060;465;14
Aparecida do Rio Negro;Aparecida do Rio Negro;170110;463;13
Nova Redenção;Nova Redenção;292285;463;10
Rio do Pires;Rio do Pires;292690;463;15
Arapuá;Arapuá;310380;463;3
Lamarão;Lamarão;291910;462;8
Novo Machado;Novo Machado;431342;462;7
Três Arroios;Três Arroios;432163;462;3
Santa Rita do Tocantins;Santa Rita do Tocantins;171889;461;2
Afonso Cunha;Afonso Cunha;210010;461;2
Macururé;Macururé;291990;461;12
Lourdes;Lourdes;352725;461;6
Luzinópolis;Luzinópolis;171245;460;2
Glaucilândia;Glaucilândia;312735;460;7
Anhembi;Anhembi;350230;460;16
Ponte Alta do Norte;Ponte Alta do Norte;421335;460;9
Parari;Parari;251065;459;2
Senador Rui Palmeira;Senador Rui Palmeira;270895;459;13
Quartel Geral;Quartel Geral;315370;459;5
Trabiju;Trabiju;355475;459;5
Jacuizinho;Jacuizinho;431087;459;3
Santa Terezinha do Tocantins;Santa Terezinha do Tocantins;172000;458;5
Imigrante;Imigrante;431036;458;9
Nazaré do Piauí;Nazaré do Piauí;220670;457;16
